,合约代码   ,昨结算    ,今开盘    ,最高价    ,最低价    ,今收盘    ,今结算    ,涨跌1     ,涨跌2     ,成交量(手),持仓量    ,增减量    ,成交额(万元),DELTA     ,隐含波动率,行权量,date
132,CF403P19600,"3,194.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,347.00  ",153.00    ,153.00    ,0         ,0         ,0         ,0.00        ,-0.9522   ,19.58     ,0,2023-10-20
133,CF403P19800,"3,387.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,540.00  ",153.00    ,153.00    ,0         ,0         ,0         ,0.00        ,-0.9614   ,19.73     ,0,2023-10-20
134,CF405C14200,"2,239.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,076.00  ",-163.00   ,-163.00   ,0         ,14        ,0         ,0.00        ,0.8689    ,17.43     ,0,2023-10-20
135,CF405C14400,"2,069.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,909.00  ",-160.00   ,-160.00   ,0         ,6         ,0         ,0.00        ,0.8425    ,17.42     ,0,2023-10-20
136,CF405C14600,"1,906.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,750.00  ",-156.00   ,-156.00   ,0         ,3         ,0         ,0.00        ,0.8128    ,17.42     ,0,2023-10-20
137,CF405C14800,"1,748.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,599.00  ",-149.00   ,-149.00   ,0         ,9         ,0         ,0.00        ,0.7806    ,17.42     ,0,2023-10-20
138,CF405C15000,"1,600.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,452.00  ",-148.00   ,-148.00   ,0         ,20        ,0         ,0.00        ,0.7466    ,17.43     ,0,2023-10-20
139,CF405C15200,"1,455.00  ","1,361.00  ","1,361.00  ","1,280.00  ","1,280.00  ","1,317.00  ",-175.00   ,-138.00   ,52        ,65        ,13        ,34.44       ,0.7096    ,17.45     ,0,2023-10-20
140,CF405C15400,"1,323.00  ","1,299.00  ","1,299.00  ","1,155.00  ","1,155.00  ","1,185.00  ",-168.00   ,-138.00   ,51        ,93        ,38        ,31.65       ,0.6721    ,17.47     ,0,2023-10-20
141,CF405C15600,"1,195.00  ","1,148.00  ","1,182.00  ","1,012.00  ","1,012.00  ","1,068.00  ",-183.00   ,-127.00   ,98        ,149       ,37        ,53.95       ,0.6321    ,17.49     ,0,2023-10-20
142,CF405C15800,"1,078.00  ","1,045.00  ","1,045.00  ","1,045.00  ","1,045.00  ",954.00    ,-33.00    ,-124.00   ,2         ,104       ,0         ,1.05        ,0.5922    ,17.53     ,0,2023-10-20
143,CF405C16000,966.00    ,925.00    ,942.00    ,748.00    ,748.00    ,853.00    ,-218.00   ,-113.00   ,39        ,147       ,-10       ,16.93       ,0.5515    ,17.57     ,0,2023-10-20
144,CF405C16200,866.00    ,816.00    ,831.00    ,662.00    ,662.00    ,756.00    ,-204.00   ,-110.00   ,38        ,164       ,2         ,14.55       ,0.5111    ,17.61     ,0,2023-10-20
145,CF405C16400,770.00    ,728.00    ,757.00    ,591.00    ,591.00    ,672.00    ,-179.00   ,-98.00    ,308       ,269       ,144       ,107.06      ,0.4714    ,17.66     ,0,2023-10-20
146,CF405C16600,686.00    ,650.00    ,661.00    ,513.00    ,513.00    ,591.00    ,-173.00   ,-95.00    ,49        ,434       ,11        ,14.86       ,0.4325    ,17.72     ,0,2023-10-20
147,CF405C16800,606.00    ,569.00    ,593.00    ,449.00    ,455.00    ,523.00    ,-151.00   ,-83.00    ,58        ,255       ,18        ,15.61       ,0.3954    ,17.78     ,0,2023-10-20
148,CF405C17000,537.00    ,499.00    ,523.00    ,20.00     ,396.00    ,457.00    ,-141.00   ,-80.00    ,177       ,284       ,-5        ,38.09       ,0.3591    ,17.85     ,0,2023-10-20
149,CF405C17200,470.00    ,437.00    ,459.00    ,353.00    ,353.00    ,403.00    ,-117.00   ,-67.00    ,130       ,337       ,54        ,27.24       ,0.3260    ,17.93     ,0,2023-10-20
150,CF405C17400,415.00    ,373.00    ,402.00    ,310.00    ,310.00    ,349.00    ,-105.00   ,-66.00    ,160       ,456       ,28        ,29.73       ,0.2933    ,18.01     ,0,2023-10-20
151,CF405C17600,361.00    ,333.00    ,351.00    ,259.00    ,260.00    ,307.00    ,-101.00   ,-54.00    ,274       ,360       ,100       ,45.70       ,0.2646    ,18.09     ,0,2023-10-20
152,CF405C17800,317.00    ,287.00    ,305.00    ,221.00    ,233.00    ,267.00    ,-84.00    ,-50.00    ,"1,251     ","1,884     ",-585      ,181.21      ,0.2367    ,18.18     ,0,2023-10-20
153,CF405C18000,276.00    ,254.00    ,270.00    ,191.00    ,192.00    ,232.00    ,-84.00    ,-44.00    ,629       ,715       ,78        ,79.40       ,0.2118    ,18.27     ,0,2023-10-20
154,CF405C18200,240.00    ,224.00    ,231.00    ,166.00    ,166.00    ,202.00    ,-74.00    ,-38.00    ,327       ,438       ,108       ,34.67       ,0.1890    ,18.37     ,0,2023-10-20
155,CF405C18400,209.00    ,188.00    ,202.00    ,140.00    ,143.00    ,174.00    ,-66.00    ,-35.00    ,589       ,560       ,134       ,52.12       ,0.1673    ,18.47     ,0,2023-10-20
156,CF405C18600,179.00    ,162.00    ,179.00    ,122.00    ,130.00    ,153.00    ,-49.00    ,-26.00    ,152       ,563       ,18        ,12.30       ,0.1493    ,18.57     ,0,2023-10-20
157,CF405C18800,157.00    ,143.00    ,156.00    ,105.00    ,117.00    ,131.00    ,-40.00    ,-26.00    ,159       ,"2,491     ",97        ,10.10       ,0.1316    ,18.68     ,0,2023-10-20
158,CF405C19000,134.00    ,129.00    ,131.00    ,91.00     ,91.00     ,114.00    ,-43.00    ,-20.00    ,179       ,905       ,35        ,10.81       ,0.1166    ,18.79     ,0,2023-10-20
159,CF405C19200,116.00    ,110.00    ,115.00    ,79.00     ,80.00     ,99.00     ,-36.00    ,-17.00    ,13        ,241       ,13        ,0.64        ,0.1033    ,18.90     ,0,2023-10-20
160,CF405C19400,101.00    ,99.00     ,100.00    ,69.00     ,69.00     ,85.00     ,-32.00    ,-16.00    ,22        ,289       ,22        ,1.04        ,0.0902    ,19.01     ,0,2023-10-20
161,CF405C19600,85.00     ,82.00     ,91.00     ,61.00     ,61.00     ,74.00     ,-24.00    ,-11.00    ,106       ,633       ,59        ,4.28        ,0.0801    ,19.12     ,0,2023-10-20
162,CF405P14200,113.00    ,110.00    ,152.00    ,110.00    ,152.00    ,129.00    ,39.00     ,16.00     ,36        ,356       ,8         ,2.39        ,-0.1258   ,17.43     ,0,2023-10-20
163,CF405P14400,143.00    ,149.00    ,186.00    ,136.00    ,186.00    ,162.00    ,43.00     ,19.00     ,337       ,162       ,36        ,26.09       ,-0.1510   ,17.42     ,0,2023-10-20
164,CF405P14600,179.00    ,177.00    ,231.00    ,172.00    ,231.00    ,201.00    ,52.00     ,22.00     ,259       ,116       ,4         ,24.29       ,-0.1795   ,17.42     ,0,2023-10-20
165,CF405P14800,219.00    ,219.00    ,287.00    ,213.00    ,287.00    ,248.00    ,68.00     ,29.00     ,241       ,399       ,4         ,28.41       ,-0.2108   ,17.42     ,0,2023-10-20
166,CF405P15000,270.00    ,266.00    ,350.00    ,261.00    ,341.00    ,300.00    ,71.00     ,30.00     ,198       ,705       ,36        ,28.05       ,-0.2440   ,17.43     ,0,2023-10-20
167,CF405P15200,323.00    ,323.00    ,416.00    ,314.00    ,415.00    ,363.00    ,92.00     ,40.00     ,141       ,316       ,32        ,23.03       ,-0.2802   ,17.45     ,0,2023-10-20
168,CF405P15400,389.00    ,390.00    ,485.00    ,374.00    ,485.00    ,429.00    ,96.00     ,40.00     ,295       ,563       ,231       ,61.04       ,-0.3173   ,17.47     ,0,2023-10-20
169,CF405P15600,458.00    ,459.00    ,571.00    ,447.00    ,571.00    ,510.00    ,113.00    ,52.00     ,185       ,263       ,64        ,45.50       ,-0.3568   ,17.49     ,0,2023-10-20
170,CF405P15800,540.00    ,539.00    ,665.00    ,526.00    ,665.00    ,593.00    ,125.00    ,53.00     ,251       ,219       ,60        ,72.39       ,-0.3965   ,17.53     ,0,2023-10-20
171,CF405P16000,625.00    ,627.00    ,760.00    ,618.00    ,760.00    ,690.00    ,135.00    ,65.00     ,125       ,237       ,-3        ,42.44       ,-0.4370   ,17.57     ,0,2023-10-20
172,CF405P16200,723.00    ,725.00    ,866.00    ,717.00    ,866.00    ,791.00    ,143.00    ,68.00     ,195       ,251       ,49        ,76.44       ,-0.4774   ,17.61     ,0,2023-10-20
173,CF405P16400,825.00    ,830.00    ,"1,000.00  ",817.00    ,"1,000.00  ",905.00    ,175.00    ,80.00     ,143       ,235       ,13        ,60.46       ,-0.5171   ,17.66     ,0,2023-10-20
174,CF405P16600,938.00    ,944.00    ,"1,105.00  ",928.00    ,"1,105.00  ","1,021.00  ",167.00    ,83.00     ,182       ,113       ,11        ,89.37       ,-0.5563   ,17.72     ,0,2023-10-20
175,CF405P16800,"1,055.00  ","1,066.00  ","1,262.00  ","1,048.00  ","1,251.00  ","1,151.00  ",196.00    ,96.00     ,342       ,247       ,-110      ,203.59      ,-0.5936   ,17.78     ,0,2023-10-20
176,CF405P17000,"1,184.00  ","1,194.00  ","1,400.00  ","1,175.00  ","1,400.00  ","1,282.00  ",216.00    ,98.00     ,125       ,311       ,-13       ,76.57       ,-0.6304   ,17.85     ,0,2023-10-20
177,CF405P17200,"1,315.00  ","1,345.00  ","1,532.00  ","1,327.00  ","1,532.00  ","1,426.00  ",217.00    ,111.00    ,56        ,120       ,-24       ,39.61       ,-0.6639   ,17.93     ,0,2023-10-20
178,CF405P17400,"1,458.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,571.00  ",113.00    ,113.00    ,0         ,190       ,0         ,0.00        ,-0.6972   ,18.01     ,0,2023-10-20
179,CF405P17600,"1,602.00  ","1,712.00  ","1,713.00  ","1,712.00  ","1,713.00  ","1,727.00  ",111.00    ,125.00    ,12        ,123       ,0         ,10.28       ,-0.7265   ,18.09     ,0,2023-10-20
180,CF405P17800,"1,757.00  ","1,866.00  ","1,868.00  ","1,866.00  ","1,868.00  ","1,884.00  ",111.00    ,127.00    ,30        ,81        ,8         ,28.07       ,-0.7552   ,18.18     ,0,2023-10-20
181,CF405P18000,"1,913.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,049.00  ",136.00    ,136.00    ,0         ,60        ,0         ,0.00        ,-0.7808   ,18.27     ,0,2023-10-20
182,CF405P18200,"2,076.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,217.00  ",141.00    ,141.00    ,0         ,63        ,0         ,0.00        ,-0.8046   ,18.37     ,0,2023-10-20
183,CF405P18400,"2,243.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,387.00  ",144.00    ,144.00    ,0         ,57        ,0         ,0.00        ,-0.8273   ,18.47     ,0,2023-10-20
184,CF405P18600,"2,412.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,565.00  ",153.00    ,153.00    ,0         ,50        ,0         ,0.00        ,-0.8463   ,18.57     ,0,2023-10-20
185,CF405P18800,"2,588.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,742.00  ",154.00    ,154.00    ,0         ,14        ,0         ,0.00        ,-0.8651   ,18.68     ,0,2023-10-20
186,CF405P19000,"2,765.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,924.00  ",159.00    ,159.00    ,0         ,18        ,0         ,0.00        ,-0.8813   ,18.79     ,0,2023-10-20
187,CF405P19200,"2,946.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,109.00  ",163.00    ,163.00    ,0         ,15        ,0         ,0.00        ,-0.8958   ,18.90     ,0,2023-10-20
188,CF405P19400,"3,130.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,294.00  ",164.00    ,164.00    ,0         ,3         ,0         ,0.00        ,-0.9102   ,19.01     ,0,2023-10-20
189,CF405P19600,"3,314.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,483.00  ",169.00    ,169.00    ,0         ,10        ,0         ,0.00        ,-0.9216   ,19.12     ,0,2023-10-20
190,CF407C14600,"1,897.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,814.00  ",-83.00    ,-83.00    ,0         ,15        ,0         ,0.00        ,0.7780    ,17.36     ,0,2023-10-20
191,CF407C14800,"1,754.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,671.00  ",-83.00    ,-83.00    ,0         ,6         ,0         ,0.00        ,0.7477    ,17.44     ,0,2023-10-20
192,CF407C15000,"1,615.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,539.00  ",-76.00    ,-76.00    ,0         ,15        ,0         ,0.00        ,0.7151    ,17.51     ,0,2023-10-20
193,CF407C15200,"1,487.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,411.00  ",-76.00    ,-76.00    ,0         ,6         ,0         ,0.00        ,0.6823    ,17.58     ,0,2023-10-20
194,CF407C15400,"1,362.00  ","1,182.00  ","1,183.00  ","1,180.00  ","1,180.00  ","1,293.00  ",-182.00   ,-69.00    ,9         ,6         ,-5        ,5.48        ,0.6483    ,17.64     ,0,2023-10-20
195,CF407C15600,"1,248.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,180.00  ",-68.00    ,-68.00    ,0         ,6         ,0         ,0.00        ,0.6141    ,17.71     ,0,2023-10-20
196,CF407C15800,"1,136.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,075.00  ",-61.00    ,-61.00    ,0         ,9         ,0         ,0.00        ,0.5797    ,17.78     ,0,2023-10-20
197,CF407C16000,"1,038.00  ",0.00      ,0.00      ,0.00      ,0.00      ,978.00    ,-60.00    ,-60.00    ,0         ,16        ,0         ,0.00        ,0.5453    ,17.84     ,0,2023-10-20
198,CF407C16200,941.00    ,0.00      ,0.00      ,0.00      ,0.00      ,884.00    ,-57.00    ,-57.00    ,0         ,20        ,0         ,0.00        ,0.5113    ,17.91     ,0,2023-10-20
199,CF407C16400,855.00    ,849.00    ,849.00    ,849.00    ,849.00    ,803.00    ,-6.00     ,-52.00    ,2         ,29        ,2         ,0.85        ,0.4779    ,17.97     ,0,2023-10-20
200,CF407C16600,773.00    ,0.00      ,0.00      ,0.00      ,0.00      ,721.00    ,-52.00    ,-52.00    ,0         ,17        ,0         ,0.00        ,0.4449    ,18.03     ,0,2023-10-20
201,CF407C16800,697.00    ,0.00      ,0.00      ,0.00      ,0.00      ,653.00    ,-44.00    ,-44.00    ,0         ,12        ,0         ,0.00        ,0.4136    ,18.09     ,0,2023-10-20
202,CF407C17000,630.00    ,609.00    ,612.00    ,499.00    ,499.00    ,586.00    ,-131.00   ,-44.00    ,17        ,44        ,10        ,4.90        ,0.3828    ,18.15     ,0,2023-10-20
203,CF407C17200,563.00    ,430.00    ,430.00    ,426.00    ,426.00    ,525.00    ,-137.00   ,-38.00    ,3         ,18        ,3         ,0.64        ,0.3533    ,18.21     ,0,2023-10-20
204,CF407C17400,508.00    ,415.00    ,415.00    ,379.00    ,379.00    ,472.00    ,-129.00   ,-36.00    ,4         ,30        ,2         ,0.79        ,0.3257    ,18.27     ,0,2023-10-20
205,CF407C17600,455.00    ,335.00    ,335.00    ,335.00    ,335.00    ,419.00    ,-120.00   ,-36.00    ,2         ,37        ,2         ,0.34        ,0.2983    ,18.33     ,0,2023-10-20
206,CF407C17800,405.00    ,294.00    ,294.00    ,294.00    ,294.00    ,376.00    ,-111.00   ,-29.00    ,2         ,37        ,2         ,0.29        ,0.2738    ,18.38     ,0,2023-10-20
207,CF407C18000,364.00    ,0.00      ,0.00      ,0.00      ,0.00      ,335.00    ,-29.00    ,-29.00    ,0         ,48        ,0         ,0.00        ,0.2501    ,18.44     ,0,2023-10-20
208,CF407C18200,323.00    ,0.00      ,0.00      ,0.00      ,0.00      ,295.00    ,-28.00    ,-28.00    ,0         ,50        ,0         ,0.00        ,0.2269    ,18.49     ,0,2023-10-20
209,CF407C18400,287.00    ,258.00    ,258.00    ,258.00    ,258.00    ,265.00    ,-29.00    ,-22.00    ,15        ,36        ,-5        ,1.97        ,0.2073    ,18.55     ,0,2023-10-20
210,CF407C18600,257.00    ,228.00    ,228.00    ,228.00    ,228.00    ,234.00    ,-29.00    ,-23.00    ,6         ,67        ,-4        ,0.68        ,0.1879    ,18.60     ,0,2023-10-20
211,CF407C18800,226.00    ,0.00      ,0.00      ,0.00      ,0.00      ,206.00    ,-20.00    ,-20.00    ,0         ,95        ,0         ,0.00        ,0.1693    ,18.65     ,0,2023-10-20
212,CF407C19000,201.00    ,176.00    ,178.00    ,176.00    ,178.00    ,184.00    ,-23.00    ,-17.00    ,4         ,220       ,0         ,0.35        ,0.1538    ,18.71     ,0,2023-10-20
213,CF407C19200,179.00    ,200.00    ,200.00    ,132.00    ,132.00    ,162.00    ,-47.00    ,-17.00    ,18        ,58        ,12        ,1.38        ,0.1384    ,18.76     ,0,2023-10-20
214,CF407C19400,157.00    ,143.00    ,147.00    ,104.00    ,105.00    ,141.00    ,-52.00    ,-16.00    ,46        ,125       ,28        ,2.93        ,0.1239    ,18.81     ,0,2023-10-20
215,CF407P14600,270.00    ,299.00    ,323.00    ,299.00    ,323.00    ,291.00    ,53.00     ,21.00     ,4         ,68        ,0         ,0.63        ,-0.2108   ,17.36     ,0,2023-10-20
216,CF407P14800,324.00    ,375.00    ,375.00    ,375.00    ,375.00    ,346.00    ,51.00     ,22.00     ,3         ,35        ,0         ,0.56        ,-0.2401   ,17.44     ,0,2023-10-20
217,CF407P15000,384.00    ,0.00      ,0.00      ,0.00      ,0.00      ,411.00    ,27.00     ,27.00     ,0         ,45        ,0         ,0.00        ,-0.2718   ,17.51     ,0,2023-10-20
218,CF407P15200,452.00    ,0.00      ,0.00      ,0.00      ,0.00      ,480.00    ,28.00     ,28.00     ,0         ,99        ,0         ,0.00        ,-0.3039   ,17.58     ,0,2023-10-20
219,CF407P15400,524.00    ,0.00      ,0.00      ,0.00      ,0.00      ,559.00    ,35.00     ,35.00     ,0         ,58        ,0         ,0.00        ,-0.3373   ,17.64     ,0,2023-10-20
220,CF407P15600,608.00    ,622.00    ,622.00    ,622.00    ,622.00    ,643.00    ,14.00     ,35.00     ,4         ,67        ,-4        ,1.24        ,-0.3711   ,17.71     ,0,2023-10-20
221,CF407P15800,693.00    ,0.00      ,0.00      ,0.00      ,0.00      ,735.00    ,42.00     ,42.00     ,0         ,49        ,0         ,0.00        ,-0.4053   ,17.78     ,0,2023-10-20
222,CF407P16000,792.00    ,824.00    ,824.00    ,815.00    ,815.00    ,835.00    ,23.00     ,43.00     ,3         ,55        ,3         ,1.23        ,-0.4395   ,17.84     ,0,2023-10-20
223,CF407P16200,892.00    ,0.00      ,0.00      ,0.00      ,0.00      ,939.00    ,47.00     ,47.00     ,0         ,27        ,0         ,0.00        ,-0.4735   ,17.91     ,0,2023-10-20
224,CF407P16400,"1,003.00  ",961.00    ,"1,041.00  ",961.00    ,993.00    ,"1,054.00  ",-10.00    ,51.00     ,10        ,44        ,10        ,5.00        ,-0.5069   ,17.97     ,0,2023-10-20
225,CF407P16600,"1,118.00  ","1,098.00  ","1,117.00  ","1,098.00  ","1,117.00  ","1,169.00  ",-1.00     ,51.00     ,3         ,18        ,3         ,1.66        ,-0.5403   ,18.03     ,0,2023-10-20
226,CF407P16800,"1,239.00  ","1,199.00  ","1,253.00  ","1,199.00  ","1,253.00  ","1,298.00  ",14.00     ,59.00     ,3         ,12        ,-1        ,1.85        ,-0.5718   ,18.09     ,0,2023-10-20
227,CF407P17000,"1,369.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,428.00  ",59.00     ,59.00     ,0         ,12        ,0         ,0.00        ,-0.6030   ,18.15     ,0,2023-10-20
228,CF407P17200,"1,499.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,564.00  ",65.00     ,65.00     ,0         ,12        ,0         ,0.00        ,-0.6330   ,18.21     ,0,2023-10-20
229,CF407P17400,"1,641.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,708.00  ",67.00     ,67.00     ,0         ,9         ,0         ,0.00        ,-0.6612   ,18.27     ,0,2023-10-20
230,CF407P17600,"1,785.00  ","1,810.00  ","1,810.00  ","1,810.00  ","1,810.00  ","1,853.00  ",25.00     ,68.00     ,4         ,2         ,-1        ,3.64        ,-0.6894   ,18.33     ,0,2023-10-20
231,CF407P17800,"1,933.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,007.00  ",74.00     ,74.00     ,0         ,3         ,0         ,0.00        ,-0.7146   ,18.38     ,0,2023-10-20
232,CF407P18000,"2,089.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,164.00  ",75.00     ,75.00     ,0         ,3         ,0         ,0.00        ,-0.7391   ,18.44     ,0,2023-10-20
233,CF407P18200,"2,246.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,322.00  ",76.00     ,76.00     ,0         ,6         ,0         ,0.00        ,-0.7633   ,18.49     ,0,2023-10-20
234,CF407P18400,"2,408.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,490.00  ",82.00     ,82.00     ,0         ,12        ,0         ,0.00        ,-0.7839   ,18.55     ,0,2023-10-20
235,CF407P18600,"2,576.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,657.00  ",81.00     ,81.00     ,0         ,6         ,0         ,0.00        ,-0.8045   ,18.60     ,0,2023-10-20
236,CF407P18800,"2,743.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,827.00  ",84.00     ,84.00     ,0         ,3         ,0         ,0.00        ,-0.8243   ,18.65     ,0,2023-10-20
237,CF407P19000,"2,916.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,004.00  ",88.00     ,88.00     ,0         ,0         ,0         ,0.00        ,-0.8410   ,18.71     ,0,2023-10-20
